MsgID.LOCAL_POSITION,1315.7040000,0.0483770,0.1630330,-0.1323109
MsgID.LOCAL_VELOCITY,1315.7040000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957517,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957505,37.7932828,0.1330000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1315.9550000,0.2015406,0.0064779,-0.1328019
MsgID.LOCAL_VELOCITY,1315.9550000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957514,37.7932832,0.1310000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1316.2050000,0.0490496,0.1387773,-0.1285602
MsgID.LOCAL_VELOCITY,1316.2050000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957501,37.7932812,0.1260000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1316.4550000,-0.1101676,-0.0041392,-0.1207808
MsgID.LOCAL_VELOCITY,1316.4550000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957526,37.7932810,0.1170000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1316.7050000,0.0940376,-0.0635161,-0.1110572
MsgID.LOCAL_VELOCITY,1316.7050000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957517,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957513,37.7932828,0.1070000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1316.9550000,0.0925630,0.1647715,-0.1017818
MsgID.LOCAL_VELOCITY,1316.9550000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957500,37.7932818,0.0980000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1317.2050000,0.0379384,0.0061881,-0.0943386
MsgID.LOCAL_VELOCITY,1317.2050000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957522,37.7932824,0.0930000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1317.4550000,0.1667195,-0.0552584,-0.0928231
MsgID.LOCAL_VELOCITY,1317.4550000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957519,37.7932830,0.0930000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1317.7060000,0.0947749,-0.0306922,-0.0976483
MsgID.LOCAL_VELOCITY,1317.7060000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957517,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957523,37.7932821,0.1000000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1317.9560000,0.0168220,-0.0366837,-0.1064504
MsgID.LOCAL_VELOCITY,1317.9560000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957513,37.7932816,0.1090000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1318.2060000,0.0064546,0.1549305,-0.1153477
MsgID.LOCAL_VELOCITY,1318.2060000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957497,37.7932813,0.1170000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1318.4560000,-0.1030081,0.1767235,-0.1197436
MsgID.LOCAL_VELOCITY,1318.4560000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957498,37.7932803,0.1190000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1318.7060000,-0.0792658,0.0948189,-0.1161519
MsgID.LOCAL_VELOCITY,1318.7060000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957517,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957515,37.7932813,0.1120000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1318.9560000,0.0132778,-0.1010277,-0.1050096
MsgID.LOCAL_VELOCITY,1318.9560000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957529,37.7932817,0.0960000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1319.2060000,0.0153668,-0.0219895,-0.0814464
MsgID.LOCAL_VELOCITY,1319.2060000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957515,37.7932817,0.0710000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1319.4560000,0.1033508,0.0180366,-0.0492341
MsgID.LOCAL_VELOCITY,1319.4560000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957515,37.7932829,0.0350000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1319.7060000,0.1465538,-0.0003415,-0.0149333
MsgID.LOCAL_VELOCITY,1319.7060000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957517,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957519,37.7932824,0.0030000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1319.9560000,-0.0399822,-0.0311786,0.0184122
MsgID.LOCAL_VELOCITY,1319.9560000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957519,37.7932809,-0.0300000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1320.2060000,-0.0333206,-0.0219068,0.0462028
MsgID.LOCAL_VELOCITY,1320.2060000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957517,37.7932816,-0.0540000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1320.4570000,0.0426144,0.0803213,0.0633770
MsgID.LOCAL_VELOCITY,1320.4570000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957499,37.7932818,-0.0680000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1320.7070000,0.0305849,0.1784723,0.0698391
MsgID.LOCAL_VELOCITY,1320.7070000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957517,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957497,37.7932821,-0.0680000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1320.9570000,0.1577232,0.1534197,0.0624391
MsgID.LOCAL_VELOCITY,1320.9570000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957505,37.7932830,-0.0570000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1321.2070000,0.0863671,-0.0556206,0.0436379
MsgID.LOCAL_VELOCITY,1321.2070000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957529,37.7932819,-0.0350000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1321.4570000,0.0156126,-0.0915179,0.0208340
MsgID.LOCAL_VELOCITY,1321.4570000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957519,37.7932817,-0.0070000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1321.7070000,0.0153409,0.0174468,-0.0128300
MsgID.LOCAL_VELOCITY,1321.7070000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957517,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957515,37.7932817,0.0240000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1321.9570000,0.0150240,0.0148598,-0.0405791
MsgID.LOCAL_VELOCITY,1321.9570000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957516,37.7932817,0.0490000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1322.2070000,0.0154574,-0.0284260,-0.0609765
MsgID.LOCAL_VELOCITY,1322.2070000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957522,37.7932817,0.0680000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1322.4570000,0.0576320,-0.0473008,-0.0749069
MsgID.LOCAL_VELOCITY,1322.4570000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957521,37.7932823,0.0780000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1322.7080000,0.0992052,-0.0061157,-0.0811180
MsgID.LOCAL_VELOCITY,1322.7080000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957517,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957515,37.7932822,0.0820000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1322.9580000,0.0562932,0.0152219,-0.0824787
MsgID.LOCAL_VELOCITY,1322.9580000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957517,37.7932823,0.0820000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1323.2080000,0.1738467,-0.0981199,-0.0825000
MsgID.LOCAL_VELOCITY,1323.2080000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957530,37.7932833,0.0820000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1323.4580000,0.1732776,-0.0090545,-0.0825000
MsgID.LOCAL_VELOCITY,1323.4580000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957506,37.7932828,0.0820000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1323.7080000,0.1490891,0.1582936,-0.0825000
MsgID.LOCAL_VELOCITY,1323.7080000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957517,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957501,37.7932829,0.0820000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1323.9580000,0.0852095,0.0624917,-0.0824999
MsgID.LOCAL_VELOCITY,1323.9580000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957519,37.7932813,0.0820000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1324.2090000,-0.1101029,-0.1025489,-0.0823297
MsgID.LOCAL_VELOCITY,1324.2090000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957532,37.7932804,0.0810000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1324.4590000,-0.0513197,-0.0339622,-0.0801431
MsgID.LOCAL_VELOCITY,1324.4590000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957515,37.7932815,0.0780000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1324.7090000,0.1136277,0.0122521,-0.0746622
MsgID.LOCAL_VELOCITY,1324.7090000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957517,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957512,37.7932829,0.0710000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1324.9590000,0.0888054,0.1428854,-0.0659254
MsgID.LOCAL_VELOCITY,1324.9590000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957498,37.7932817,0.0610000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1325.2090000,-0.0568494,0.0901726,-0.0559389
MsgID.LOCAL_VELOCITY,1325.2090000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957513,37.7932809,0.0520000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1325.4590000,-0.0631811,-0.0196198,-0.0478875
MsgID.LOCAL_VELOCITY,1325.4590000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957517,37.7932812,0.0460000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1325.7090000,0.0051352,0.0173329,-0.0452857
MsgID.LOCAL_VELOCITY,1325.7090000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957517,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957515,37.7932817,0.0460000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1325.9590000,0.0216403,0.0175502,-0.0509416
MsgID.LOCAL_VELOCITY,1325.9590000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957515,37.7932820,0.0540000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1326.2090000,0.1242732,0.0172398,-0.0636311
MsgID.LOCAL_VELOCITY,1326.2090000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957515,37.7932828,0.0750000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1326.4600000,0.0520053,0.0175088,-0.0888347
MsgID.LOCAL_VELOCITY,1326.4600000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957515,37.7932810,0.1020000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1326.7100000,-0.1252239,0.0268014,-0.1221716
MsgID.LOCAL_VELOCITY,1326.7100000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957517,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957511,37.7932806,0.1350000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1326.9600000,-0.0393936,0.0682659,-0.1546883
MsgID.LOCAL_VELOCITY,1326.9600000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957510,37.7932818,0.1680000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1327.2100000,0.1245513,0.0558379,-0.1897832
MsgID.LOCAL_VELOCITY,1327.2100000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957511,37.7932828,0.2050000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1327.4600000,0.0762326,-0.0108551,-0.2217355
MsgID.LOCAL_VELOCITY,1327.4600000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957527,37.7932816,0.2340000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1327.7100000,0.0154315,-0.1184641,-0.2481917
MsgID.LOCAL_VELOCITY,1327.7100000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957517,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957524,37.7932820,0.2530000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1327.9600000,0.1541984,0.1241452,-0.2614340
MsgID.LOCAL_VELOCITY,1327.9600000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957502,37.7932833,0.2630000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1328.2100000,0.1553432,0.0060225,-0.2631107
MsgID.LOCAL_VELOCITY,1328.2100000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957527,37.7932822,0.2590000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1328.4600000,-0.0276680,-0.0775894,-0.2505170
MsgID.LOCAL_VELOCITY,1328.4600000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957518,37.7932809,0.2430000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1328.7110000,-0.1252886,0.0122624,-0.2275613
MsgID.LOCAL_VELOCITY,1328.7110000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957517,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957523,37.7932807,0.2160000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1328.9610000,0.0151792,-0.1474489,-0.1998467
MsgID.LOCAL_VELOCITY,1328.9610000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957534,37.7932826,0.1840000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1329.2110000,0.1250558,-0.0871924,-0.1653324
MsgID.LOCAL_VELOCITY,1329.2110000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957523,37.7932821,0.1540000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1329.4610000,0.0070302,-0.0210375,-0.1342940
MsgID.LOCAL_VELOCITY,1329.4610000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957514,37.7932821,0.1230000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1329.7110000,0.1440444,0.0343347,-0.1073866
MsgID.LOCAL_VELOCITY,1329.7110000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957517,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957519,37.7932827,0.0980000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1329.9610000,0.0418125,-0.1230483,-0.0851272
MsgID.LOCAL_VELOCITY,1329.9610000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957533,37.7932815,0.0780000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1330.2110000,-0.0181996,-0.1419955,-0.0711221
MsgID.LOCAL_VELOCITY,1330.2110000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957531,37.7932812,0.0660000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1330.4610000,-0.1128775,-0.0537993,-0.0646489
MsgID.LOCAL_VELOCITY,1330.4610000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957511,37.7932802,0.0650000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1330.7120000,-0.1739243,0.1490322,-0.0712589
MsgID.LOCAL_VELOCITY,1330.7120000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957517,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957502,37.7932801,0.0770000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1330.9620000,-0.0809732,0.0464936,-0.0903757
MsgID.LOCAL_VELOCITY,1330.9620000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957514,37.7932813,0.1000000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1331.2120000,0.0124435,0.0169811,-0.1188929
MsgID.LOCAL_VELOCITY,1331.2120000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957515,37.7932817,0.1290000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1331.4630000,0.0153409,0.0393432,-0.1513622
MsgID.LOCAL_VELOCITY,1331.4630000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957509,37.7932817,0.1610000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1331.7130000,-0.0032726,0.1132280,-0.1796871
MsgID.LOCAL_VELOCITY,1331.7130000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957517,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957505,37.7932814,0.1910000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1331.9630000,0.0192344,0.0740401,-0.2039363
MsgID.LOCAL_VELOCITY,1331.9630000,0.0000000,0.0000000,-0.0000000
